Restaurant,Reviewer,Review,Rating,Time,VADER_Score,Sentiment
Beyond Flavours,Sugandha Saxena,review place come multiple visit spanned month safely say one good place around theyre located near biodiversity signal fabindia there ample parking two four wheeler ambience bit dim dark seating divided various option including pdr section menu design shape bottle array span continental chinese indian cuisine here list thing tried across visit panko crumbed mozzarella stick cheese stick coated fried pure cheese bliss veg lasagna place one good lasagne town crispy chilli corn kernel usual favourite one slightly different presentation makhmali paneer tikka cottage cheese shashlik sizzler italian nacho nacho topped red sauce cheese baked dish cheese cheese pizza soft base pizza loaded cheese piece green olive stress enough loved tried also tried lunch buffet variety may elaborate place food quality discount offer bulk booking least onetime try really adore mocktails beyond delight absolute delight also fan guava chilli apple kiwi night drink staff ever courteous special mention papiya shuvro attendant latest visit place zomato gold brings reasonable rate meal two would roughly around fill tummy also heart,4.0,2019-05-18 14:53:00,0.9917,2
Beyond Flavours,Singh.ibm,lunch today beyond flavor food good delicious awesome service provided soumen da shuvro would highly recommend restaurant,5.0,2019-05-18 14:48:00,0.9331,2
Beyond Flavours,Sind Hu,reason giving star longlong time wait table went friday afternoon waited almost min get table lost patience left another restaurant v didnt get table even aftr waiting long timei think restaurant management take consideration try decrease waiting time customer,3.0,2019-05-18 14:16:00,0.0258,1
Beyond Flavours,Sameer Singh,service really exceptional cheer manav served u really well food nice loved ambience nice music playing background,4.0,2019-05-17 22:46:00,0.9439,2
Beyond Flavours,Jaya Phaneendra,soumen da waited table thanks buddy great service visit soon soumen da waited table thanks buddy great service visit soonsoumen da waited table thanks buddy great service visit soon soumen da waited table thanks buddy great service visit soon,5.0,2019-05-17 22:17:00,0.9837,2
Beyond Flavours,Gokulnath Kunjumon,papiya shuvro great helped u get table quickly suggested u best sizzlers menu ambience awesome suggested best table helpful till visit awesome service guy try well u plan take loved one n give osm experience place,5.0,2019-05-17 21:12:00,0.9846,2
Beyond Flavours,Raj Verma,quite good ambienceliked special restro biryanimust trylike service papiya shuvrothey really good der servicewill like visit againits nice place visit specially nyt tymfood yumshould try biryani,5.0,2019-05-17 15:33:00,0.928,2
Beyond Flavours,AKANKSHA GAIKWAD,pradeep shubroto amazing friendly service awesome n food worldmust visit people visit,5.0,2019-05-17 14:32:00,0.9022,2
Beyond Flavours,Divyakant,visited place colleague farewell really great timegood food service pradeep shobro come later,5.0,2019-05-17 14:30:00,0.659,2
Beyond Flavours,Anisha Rajput,restaurant amazing ambience staff polite suggest good recommendation food visit beyond flavour sometime reach papiya shuvro suggest really good dish,5.0,2019-05-16 22:31:00,0.8658,2
Beyond Flavours,Chaitanya Patwari,excellent food service special mention papiya shuvro surprised see good quality food served low price ambience quite good highly recommended,5.0,2019-05-16 21:56:00,0.92,2
Beyond Flavours,Hasini1998,papiya shuvro fb executive really courteous friendly thoroughly enjoyed experience good place cute lil date hehe nice family dinner,5.0,2019-05-16 21:17:00,0.9604,2
Beyond Flavours,Catherene Clement,first time visited restaurant experience good term food hospitality service ambience thanks shubro papiya hospitality,5.0,2019-05-16 20:44:00,0.7003,2
Beyond Flavours,Dyagamrahul,went lunch buffet yesterday took chance seeing good average review zomato spread buffet less veg non veg starter main course veg non veg one fried rice chicken biryani dessert ice cream jamun taste ok expect much little disappointing starter hot fish fry decent schezwan chicken ok veg spring roll good big surprise onion ring starter kadai ghost main course good missing masala flavour chicken ok biryani average egg fried rice good money pay expect good food use much colour food item suggestion management use less coating less food colouring starter overall experience ok much better amount pay,3.0,2019-05-16 07:13:00,0.9562,1
Beyond Flavours,Malleshwari Seelam,place beyond beautiful ambience excellent food good service soumen da extremely good highly recommended place,4.0,2019-05-15 21:46:00,0.9409,2
Beyond Flavours,Vibhor Joshi,beyond time tried lot dish never disappoints would specially recommend soup healthy broth soup roasted chicken soup amazing addition service great server papiya courteous prompt place become go place good dining experience,5.0,2019-05-15 21:09:00,0.9673,2
Beyond Flavours,Vikas Raikwar,time waste taste u r welcome taste really superb service slow dish impressively different flavour liked,4.0,2019-05-15 18:33:00,0.8189,2
Beyond Flavours,Snigdha Jidigam,food good would add could increase spreadananya courteous good servingambience also good peaceful,5.0,2019-05-15 15:18:00,0.9379,2
Beyond Flavours,Tatarao Vana,pardeep shubrat served great food great ambience must try food awesome ambience good great place go team,5.0,2019-05-15 15:07:00,0.9689,2
Beyond Flavours,Oblesh J,one best restaurant hyderabad near gachibowli ambiance good lunch spread good tasty thank papiya guidance,5.0,2019-05-15 15:02:00,0.8714,2
Beyond Flavours,Sharmistha Kamat,really liked food different get every restaurant really appreciate service papiyaloved presentation food,5.0,2019-05-15 14:49:00,0.6997,2
Beyond Flavours,Monika,good food good time place ambience really good nice time thanks shubro assistance guidance food,4.0,2019-05-15 14:18:00,0.9246,2
Beyond Flavours,Hemant Bissa,best place hangout food really great thanks papiya service staff reallly cooperative ambience really great especially pdrprivate dining room awesome,5.0,2019-05-15 14:13:00,0.9148,2
Beyond Flavours,Tejaswi Rao,went team lunch worst restaurant food tasteless service slow ac working weve requested multiple time use please dont waste money strictly recommend prefer beyond flavour,1.0,2019-05-15 03:26:00,-0.431,0
Beyond Flavours,Satyajit Sarangi,discovered place returning despicable day office walked ordered food thinking itd takeout food one could get outlet food turned saviour way theyve designed place indeed remarkable light mixed setup would give retro feel good normal group people would want sit great conversation food,5.0,2019-05-15 00:17:00,0.9505,2
Beyond Flavours,Gautam Dev,second time really beyond imagination beyond taste beyond flavour well courteous staff hospitile taste good best part presentation really meeting standard star restaurant impressed mr ahmed pradeep mr dipanajan friendly took care u well good job guy keep,5.0,2019-05-15 00:07:00,0.9858,2
Beyond Flavours,Paridhi Mittal,ordered vegetable lasagne sizzler chicken tikka absolutely delicious ambience amazing service good,5.0,2019-05-15 00:00:00,0.8932,2
Beyond Flavours,Sathya K,one best food experience hyderabad dessert yum appricot pudding must ahmed khan service unparalled keep good work,5.0,2019-05-14 23:12:00,0.7964,2
Beyond Flavours,Rashmi Prasad,ahmed great help beyond flavour may suggest great food good experience stater sizzler good sauce use chicken dish awsome nan soft even take without butter easily eat great experience beyond flavor,5.0,2019-05-14 22:58:00,0.9726,2
Beyond Flavours,Shopharsh29,dinner place attendant papiya staff friendly ambiance awesome good variety food beverage,5.0,2019-05-14 21:24:00,0.8883,2
Beyond Flavours,Saswati Kar Choudhury,happened go place last sunday mother day flat buffet meal mother really likedneedless say ambience music really good reservation wait fir min get seatthey served u mango juice wrlcome drink tasted really goodthe buffet spread one kind strters veg paneer tikka veg spring roll veg cutletthey lil cold taste wad good non veg chicken kebab chicken manchurian fish fish tasty though coupd taste better hotchicken fair enuf singapore noodlesegg salad pasta good cold main course mutton rogan josh chicken tikka masalapalak paneer equally good biriyani egg frued rice chicken biriyani really great dessert moong dal halwa tasted really yumm ice creamgulab jamuncut fruitsbanana cake staff slow service food refilles slowwe wait quite long time actually eat stomach full could improve point stand better overall,3.0,2019-05-14 16:26:00,0.992,1
Beyond Flavours,Manish Reddy,good ambience absolutely delicious food ive got best company ananya beyond flavour place quite peaceful music fun loving staff great place friend,4.0,2019-05-14 15:43:00,0.9833,2
Beyond Flavours,Mudit,place dinner day back ambience good restaurant almost half occupied immediately got table waited min get water menu reminder ordered starter main course item mock drink starter could served min sign mock drink noticed similar service issue table noticed guest literally shouting staff food average dish prepared well least compared rating zomato finally decided starter hop onto another restaurant rest meal,2.0,2019-05-12 08:37:00,-0.9194,0
Beyond Flavours,Susmitha Penisetti,place twice different experience st time colleague loved food ambience service everything except price costly special baked biriyani work try unique tasty good experience revisited place sister order mocktail terriblethey replace still good asked starter bone boneless told boneless later arrival told come disappointing know staff doesnt know menu,3.0,2019-05-12 00:13:00,0.5574,1
Beyond Flavours,Tanmayee Manchiraju,one best place hangout friend seemed like quiet common place group lunch etc food good ambience also nice loved everything,5.0,2019-05-11 22:51:00,0.9651,2
Beyond Flavours,Sunil.bollineni,ambience good staff polite friendly food super good nice time lunch keep good work thank nice hospitality loved,5.0,2019-05-11 16:32:00,0.9794,2
Beyond Flavours,Vignesh Rk,would like introduce restaurant new ingredient called salt add yo food would taste way better basically none food ordered salt ordered fry panko mozzarella stick tomato cream soup panner italian nacho sure nacho italian basically bought pack dorittos added mozarella cheese top bean baked entire dish cold except plate brought pretty sure dumped item stashed inside microwave paneer horrendous might well called garlic salt next mozarella stick cold salt decent item got fry soup thanks gid didnt order main course came odd thanks zomato gold price went place way expensive quality food serve talking restaurant general place look decent stove stashed table seat plant kept inconvenient spot really need clean,1.0,2019-05-11 10:06:00,0.3471,0
Beyond Flavours,Surya Sharma,hostile staff okeish food great ambiance sure rating zomato stand starter decent main course horrible suggest place,1.0,2019-05-10 23:24:00,-0.8625,0
Beyond Flavours,Spandhana.hr,thanks ahmed food great recommend visit service excellent ambience good great time family,5.0,2019-05-09 23:00:00,0.9648,2
Beyond Flavours,Manab Maji,place flavor food service like beyond good beyond expectation really really quality worth moneyi personally highly recommend placegreat flavour food much prompt serviceambience also enhance flavor restaurant,5.0,2019-05-09 19:47:00,0.854,2
Beyond Flavours,Parshwa Shah,food quality taste good super slow service nice ambience poor customer handling lot item available even menu,2.0,2019-05-09 14:48:00,-0.7554,0
Beyond Flavours,Sreshta Ladegaam,worst experience restaurant ever first starter served half hour ordering chicken popcorn hair strand yuck guy took main course order forgot completely order waiting almost hour wait another half hour get food worst got u chicken lasagna instead veg lasagna figured chicken right one staunch vegetarian friend almost ate recommend place many better place gachibowli could save time provide better service,1.0,2019-05-09 12:37:00,0.4096,0
Beyond Flavours,Kiron Kshetrapal,place really recommend restaurant food lover specifically continental food loverpasta sizzlers yummy cant stop choose restaurant rather otherservice part really satisfied,5.0,2019-05-09 11:18:00,0.9427,2
Beyond Flavours,Navneet Raj,im much impressed quality food service specially mr ahmed thank politeness readiness food say beyond flavour loved place must visit great ambience,5.0,2019-05-08 23:52:00,0.9421,2
Beyond Flavours,Debapriya Chhotray,food indeed beyond falvours ahmed served u well hoping meet next time soon great ambience amazing song background added innumerous flavour delicious food,5.0,2019-05-08 22:27:00,0.9477,2
Beyond Flavours,Mahesh Tambe,starter good service also good ahmed polite helped u selecting menul tuned great would like come back,5.0,2019-05-08 21:58:00,0.9183,2
Beyond Flavours,Trupti Dhongdi,bad experience beyond flavour really put beyond flavour gone dinner next day get hospitalised food infection guess food served fresh,1.0,2019-05-08 14:35:00,-0.6961,0
Beyond Flavours,SitaMilind,lovely ambienceroasted chicken soup highlight dinnerbasket biryani full flavour yummlasagne greatnice go whole familyappetisers quantity less though,4.0,2019-05-07 00:41:00,0.7351,2
Beyond Flavours,Lakshmi Prasanna,liked food ambience problem staff responsive weve ordered one item got something else otherwise place food good,2.0,2019-05-06 11:37:00,-0.3919,0
Beyond Flavours,S Santhosh,worst service experience food ok took min get veg pulav never seen restaurant take time wont visit,1.0,2019-05-05 22:39:00,-0.4404,0
Beyond Flavours,Farheen Shaik,waiter good enough get item ordered overall bad experience waiting time expected,1.0,2019-05-05 22:10:00,0.1139,0
Beyond Flavours,Abhijit Banerjee,awesome food good ambience centrally located ample parkingcoordination serving boy service scope improvement boy courteous though sure bar closed saturday eveningoverall good experience extremely value moneywill visit,4.0,2019-05-05 14:24:00,0.959,2
Beyond Flavours,Gaurav Saini,office lunch outing rating would mixed food fine service bad booked table day still wait min get one manager polite gave rubbish reason bad service ambiance fine,3.0,2019-05-04 16:56:00,-0.8683,1
Beyond Flavours,Kailash Sain,really enjoyed follows entrance music lighting seating arrangement decoration everything awsome food best service enhance flavour restaurant realy recommend restaurant,5.0,2019-05-03 20:10:00,0.8832,2
Beyond Flavours,KAILASH SAIN,came first time restaurant entrance music lighting seating arrangement decoration everything awsome food best service enhance flavour restaurant,5.0,2019-05-03 20:06:00,0.6369,2
Beyond Flavours,Yaswanth Chowdary,pathetic horrible experience ambience hospitality food chair table broken food cold tasteless buffet arrangement good could bit spacious,2.0,2019-05-03 11:40:00,-0.9137,0
Beyond Flavours,Aditya,ahmed serving u polite cooperative staffamazing food ambienceveg gilaffi kabab lasgna must tryloved overall experience,4.0,2019-05-02 23:28:00,0.0,2
Paradise,Subodh Deshmukh,paradise biryani really good service also good staff friendly ambiance nice chicken biryani mutton biryani good thank,5.0,2019-05-25 16:50:00,0.9693,2
Paradise,BIBHU BHUSHAN SINHA,chiken biryani good spcal chiken cary good testy food enjoy food next time visiting family friend,5.0,2019-05-25 16:33:00,0.9274,2
Paradise,Behara Venkatasiva,good hospitalitygood ambiance good food v good facility packing biriyani long distance good place visit mainly hyderabad biriyani,5.0,2019-05-25 16:20:00,0.9148,2
Paradise,Veera Babu,good food tasty better music food better quick responseand everything good good environment,5.0,2019-05-25 15:02:00,0.926,2
Paradise,KADIYAM MOUNIKA,goodtasteever paradise make magicchefs gladly prepare way u prefer nice serve everyonethis world best biryani,5.0,2019-05-25 14:58:00,0.9274,2
Paradise,Chaitu Gowd,food quality goodbut sometakes time food arrivesbut food taste goodstaff goodperfect family lunch dinnerenjoy,4.0,2019-05-25 14:56:00,0.0,2
Paradise,Sk Saleem,tasty food good service enjoyed lot paradise quick response provider fast deliverytasty food good place good economic people,5.0,2019-05-25 14:54:00,0.9451,2
Paradise,Shiva Boddu,ordered one chicken one mutton biryani good paradise definitly great restaurant biryani restaurant ambinence good along quick service,5.0,2019-05-25 14:32:00,0.9429,2
Paradise,Sandeep Kiran,always best time favorite food biryani ka baap every time visit feel something special almost visited time simply best,4.0,2019-05-25 13:25:00,0.9337,2
Paradise,Sumanvarma984975,good taste love visit family friend hopefully enjoyed taste biryani make happens every time,5.0,2019-05-25 13:02:00,0.9201,2
Paradise,Murli Aadepu,usual food always good world famous biryani love eat paradise biryani ever service n ambiance also good,5.0,2019-05-24 22:36:00,0.9349,2
Paradise,SAI KARTHIK BURANPUR,ordered tandoori chicken starter thats tasty light butter naan mutton masala main course ordered chicken biryani egg mutton biryani tasty light mutton piecs cooked perfection,4.0,2019-05-24 22:20:00,0.5719,2
Paradise,M.S. VELAN,fri approach service especially shri krishan excellent service rendered dish tasty like visit recommend friend,5.0,2019-05-24 22:15:00,0.9076,2
Paradise,Moulika Reddy,order drumstick chicken biryani awesome taste good service rating good response service boy good serving good seating,5.0,2019-05-24 21:39:00,0.9403,2
Paradise,Yash Ashwin,food hospitality staff amazing service fast ambience place really good really recommened everyone try kadai chicken,5.0,2019-05-24 21:34:00,0.7902,2
Paradise,Ajaygoud,service good food also good ambiance good chicken biriyani egg biriyani really good nice service good food overall good,5.0,2019-05-24 21:17:00,0.9611,2
Paradise,Laxmikanth M,ordered chicken biryani egg biriyani food awesome nice place great ambitious definitely come next time service good,5.0,2019-05-24 21:17:00,0.9524,2
Paradise,Venu Gopal,friendly nice service chicken biryani delicious curry bowl design nice nice temp nice cooling nice tooth pic nice spot selfie nice restaurant setting,5.0,2019-05-24 20:32:00,0.9709,2
Paradise,Milan Malkiya,nice humble staff tasty biryani many people told try another place paradise truly paradise biryani lover,5.0,2019-05-24 20:12:00,0.9753,2
Paradise,Kavya Rastogi,nice restaurant friendly courteous staff variety option choose curry raita really good good option veggie also try,4.0,2019-05-24 16:52:00,0.9402,2
Paradise,Swèét Søñu,food good staff humble great time people good service good food nise ambiance biriyani hybd hybd india,5.0,2019-05-24 16:34:00,0.8387,2
Paradise,Jhansi Kodali Jhanu,haleem good egg biryani also tasty compared place service good happy next time visiting soon friend,4.0,2019-05-24 15:18:00,0.9166,2
Paradise,Sai Vamsi Krishna G,haleem good chiken biryani good nice place paradise gachibowli happy next time visiting friend,5.0,2019-05-24 15:14:00,0.9671,2
Paradise,Chandrakanth Rachakonda,ordered special chicken biryani received two ordinary biryani bone big time disappointment place known biryani feel like worst biryani costed buck receiving buck biryani worst experience,1.0,2019-05-24 14:22:00,-0.8221,0
Paradise,Vijaykumar123,nice taste good maintenance nizam chicken biryani good pepper chicken tasty service fast good receiving please visit tasty food,5.0,2019-05-24 12:35:00,0.92,2
Paradise,Si Reddy,parans good ege biryani good service good next time visit friend family lastly thank,5.0,2019-05-23 22:21:00,0.9346,2
Paradise,Arko Guha,nice place eat great food great service value money great ambience highly recommended price bit high definitely worth,5.0,2019-05-23 21:10:00,0.9417,2
Paradise,Divya Mani,good food good service good option vegetarian also dessert tasty ambience also neat place look hygienic,4.0,2019-05-23 14:20:00,0.8934,2
Paradise,Ksj J,ege biriyani good service good nice place paradise gachibowli happy next time visit friend family,5.0,2019-05-23 13:56:00,0.9671,2
Paradise,Arpit Nigam,food especially haleem people hate mutton smell wanted taste haleem go try restaurant service ambience cool,5.0,2019-05-22 23:01:00,0.1531,2
Paradise,Santu Jinaga,chicken biriyani good service good nice place happy enjoy food next time visit family friend,5.0,2019-05-22 22:58:00,0.9624,2
Paradise,Ramesh Elluri,chicken biriyani good nice place paradise gachibowli service good nice enjoy food next time visit soon friend,5.0,2019-05-22 22:55:00,0.9728,2
Paradise,Nitesh,awesome biryani kebab apollo fish best one clean hygienic food courteous staff prompt service response keep good work,5.0,2019-05-22 22:55:00,0.9531,2
Paradise,Rohit Paradesi,nice staff food good tastyambience goodservice good staff polite customersoverall food great woowwwwwww,5.0,2019-05-22 22:40:00,0.9136,2
Paradise,Lenin Ramtenki,nice place enjoy food servive good food delicious decent ambience good place enjoy nizamis food hyderabad,4.0,2019-05-22 21:59:00,0.9616,2
Paradise,Mandeep,awesome service rajesh team tasty food brevage keep rocking guy become favourite place love come back,5.0,2019-05-22 20:51:00,0.8519,2
Paradise,Gaurab Biswas,really delicious though much spicy good grab go must try ur looking good non veg stuff also get experience good ambience,5.0,2019-05-22 20:45:00,-0.3016,2
Paradise,Surendra Sethi,bad dine experience restaurant booked place office lunch instruction none met restaurant overall bad experience,1.0,2019-05-22 17:22:00,-0.8218,0
Paradise,Ganges Rahul,always best food service chicken good chicken biryani good nice place soo enjoy food lastly thank,5.0,2019-05-22 16:34:00,0.9722,2
Paradise,Bhuvan Vankayalapati,good service excellent food chicken biryani mutton biryani good ambience also nice good staff overall good food good service happy time,5.0,2019-05-22 15:56:00,0.9787,2
Paradise,Noor Mohammed Zubair,taste huge hype biryani hence tried didnt find taste upto par really happy food taste ambience place well versed calming enough keep concentrated food ac wasnt working properly led uneasy food experience service alright dont much talk,3.0,2019-05-22 12:46:00,-0.6106,1
Paradise,Rama Teja,mutton biryani good service good nice place paradise gachibowli next time visiting family friend,5.0,2019-05-21 22:09:00,0.9497,2
Paradise,Mahender Chenna,tanduri chiken good chiken biriyani good nice place paradise gachibowli happy enjoy food service good,5.0,2019-05-21 21:57:00,0.9743,2
Paradise,Somsubhra Chakraborty,paradise gachibowli amazing restaurant ive always received warm service amazing food saleem wonderful server provided good service really love place,5.0,2019-05-21 21:39:00,0.9785,2
Paradise,Kiki,mutton biryani nice awesome chicken tikka great favourite service nice polite nice time visit soon finally upto mint thats great,5.0,2019-05-21 20:12:00,0.967,2
Paradise,Aijaz,good time best servicenear place come food tasty good good good good food nice restaurant would like come thank much tasty food,5.0,2019-05-20 20:51:00,0.9771,2
Paradise,Prashant Kumar K,taste biriyani well defined taste flavour price biriyani quite leaving service staff good secure,5.0,2019-05-19 20:02:00,0.8176,2
Paradise,Saikrishna CS,biryani taste good service also good ambience waiter response also good table well maintained clean waiting food,5.0,2019-05-19 17:59:00,0.8834,2
Paradise,Amar Stark,like way staff treat customer coolest thing ive seen food presentation also food thats tooo good especially supreme chicken biryani,5.0,2019-05-19 14:11:00,0.8511,2
Paradise,Sumit Singh,biryani goodthe service goodsuggest everyone visitits good place come family place visit,4.0,2019-05-18 22:18:00,0.4404,2
Paradise,Indira Prasanth,haleem good enjoying food nice place paradise gachibowli service good like next time visit,5.0,2019-05-18 21:30:00,0.9644,2
Paradise,Srinaja Sahoo,haleem mutton biryani dish amazingly well cooked service provided tremendous must visit restaurant,5.0,2019-05-18 21:25:00,0.3384,2
Paradise,Vellala Pavan Kumar Pavankumar,menu goodservice also goodtaste good biryani goodall item goodbirya nice flavourstaturs good lime shoda good,5.0,2019-05-18 20:33:00,0.8885,2
Paradise,V Srikar,food delicious service also good environment good pleasant picture wall veg item must specially tried,5.0,2019-05-18 20:26:00,0.9196,2
